,Title,Product_category
12829782,Biosynthesis of the food and cosmetic plant pigment bixin (annatto).,['cosmeticbixinannatto']
12837379,Novel carotenoids genetically engineered in a heterologous host.,['carotenoid']
12839738,Metabolic engineering of the carotenoid biosynthetic pathway in the yeast Xanthophyllomyces dendrorhous (Phaffia rhodozyma).,['monocyliccarotenoidtorulenehdco']
12839744,Construction of an expression system for site-directed mutagenesis of the lantibiotic mersacidin.,"['lantibiotic', 'ielanthioninecontainingantibiotic']"
12839792,A modified Saccharomyces cerevisiae strain that consumes L-Arabinose and produces ethanol.,['ethanol']
12843673,A T42M substitution in bacterial 5-enolpyruvylshikimate-3-phosphate synthase (EPSPS) generates enzymes with increased resistance to glyphosate.,['glyphosate1']
12888623,Engineered biosynthesis of an ansamycin polyketide precursor in Escherichia coli.,['ansamycinpolyketideprecursor']
12889024,Down-regulation of acetate pathway through antisense strategy in Escherichia coli: improved foreign protein production.,['foreignprotein']
12889025,In silico prediction and validation of the importance of the Entner-Doudoroff pathway in poly(3-hydroxybutyrate) production by metabolically engineered Escherichia coli.,['PHB/PHA']
12898389,Metabolic engineering of Escherichia coli for improved 6-deoxyerythronolide B production.,['deoxyerythronolide']
12902239,Identification and characterization of phenylpyruvate decarboxylase genes in Saccharomyces cerevisiae.,"['amino acid', 'phenylpyruvate']"
12902240,Effects of cultivation conditions on folate production by lactic acid bacteria.,['folate']
12902265,Metabolic engineering of ammonium assimilation in xylose-fermenting Saccharomyces cerevisiae improves ethanol production.,['ethanol']
12902266,Enhanced production of insulin-like growth factor I fusion protein in Escherichia coli by coexpression of the down-regulated genes identified by transcriptome profiling.,['insulinlikegrowth']
12919799,Metabolic flux analysis of halogenated monoterpene biosynthesis in microplantlets of the macrophytic red alga Ochtodes secundiramea.,['monoterpene']
12919831,Aquaculture of three phyla of marine invertebrates to yield bioactive metabolites: process developments and economics.,['insea']
12925863,Engineering of carbon catabolite repression in recombinant xylose fermenting Saccharomyces cerevisiae.,['ethanol']
12930844,Export of a heterologous cytochrome P450 (CYP105D1) in Escherichia coli is associated with periplasmic accumulation of uroporphyrin.,['uroporphyrin']
12931864,"A novel erythromycin, 6-desmethyl erythromycin D, made by substituting an acyltransferase domain of the erythromycin polyketide synthase.",['antibiotic']
12937179,Regulation of S-adenosylmethionine levels in Saccharomyces cerevisiae.,['amino acid']
12948638,Metabolic phenotype of phosphoglucose isomerase mutants of Corynebacterium glutamicum.,['amino acid']
12955310,Xylose and some non-sugar carbon sources cause catabolite repression in Saccharomyces cerevisiae.,['repression']
12957894,Genetic engineering of a highly solvent-tolerant Pseudomonas putida strain for biotransformation of toluene to p-hydroxybenzoate.,['paraben']
12957908,Enhanced production of alpha-galactosyl epitopes by metabolically engineered Pichia pastoris.,['galactosylepitope']
12968333,Direct production of ivermectin-like drugs after domain exchange in the avermectin polyketide synthase of Streptomyces avermitilis ATCC31272.,['ivermectinlike']
14505173,Effects of the changes in enzyme activities on metabolic flux redistribution around the 2-oxoglutarate branch in glutamate production by Corynebacterium glutamicum.,['amino acid']
14524705,Metabolic engineering of pentose phosphate pathway in Ralstoniaeutropha for enhanced biosynthesis of poly-beta-hydroxybutyrate.,['PHB/PHA']
14529965,Acquisition of flocculation phenotype by Kluyveromyces marxianus when overexpressing GAP1 gene encoding an isoform of glyceraldehyde-3-phosphate dehydrogenase.,['geneprotein']
14532041,Engineering redox cofactor regeneration for improved pentose fermentation in Saccharomyces cerevisiae.,['co2']
14532048,Utilization of acyl-homoserine lactone quorum signals for growth by a soil pseudomonad and Pseudomonas aeruginosa PAO1.,['3oc12hslc4hsl']
14538083,Glycerol production by microbial fermentation: a review.,['glycerol']
14554197,Aerobic physiology of redox-engineered Saccharomyces cerevisiae strains modified in the ammonium assimilation for increased NADPH availability.,['alcoholicbeverage']
14554198,High-level functional expression of a fungal xylose isomerase: the key to efficient ethanolic fermentation of xylose by Saccharomyces cerevisiae?,['ethanol']
14554199,Metabolic engineering of Saccharomyces cerevisiae for the synthesis of the wine-related antioxidant resveratrol.,['stilbeneresveratrol']
14564486,Biotransformation of glucose to 5-keto-D-gluconic acid by recombinant Gluconobacter oxydans DSM 2343.,['ketodgluconate']
14571390,In silico metabolic pathway analysis and design: succinic acid production by metabolically engineered Escherichia coli as an example.,['succinate2']
14573354,Genetic engineering of Pichia pastoris to humanize N-glycosylation of proteins.,['protein']
14586577,Production of isoamyl acetate in ackA-pta and/or ldh mutants of Escherichia coli with overexpression of yeast ATF2.,['isoamylacetate']
14586579,Metabolic engineering of Escherichia coli: construction of an efficient biocatalyst for D-mannitol formation in a whole-cell biotransformation.,['mannitol']
14608364,Antibiotic optimization via in vitro glycorandomization.,['antibiotic']
14617154,The first committed step in the biosynthesis of sialic acid by Escherichia coli K1 does not involve a phosphorylated N-acetylmannosamine intermediate.,['acetylneuraminate']
14622284,"Construction of hybrid peptide synthetases for the production of alpha-l-aspartyl-l-phenylalanine, a precursor for the high-intensity sweetener aspartame.",['microorganism']
14622424,Response to culture aeration mediated by the nitrate and nitrite sensor NarQ of Escherichia coli K-12.,['enzyme']
14636709,Methanol production is enhanced by expression of an Aspergillus niger pectin methylesterase in tobacco cells.,['other biofuel']
14640703,6-Deoxyerythronolide B analogue production in Escherichia coli through metabolic pathway engineering.,['deoxyerythronolideanalogue']
14642352,Genetic engineering of Escherichia coli for production of tetrahydrobiopterin.,['sapropterin']
14642353,Coordinate expression of multiple bacterial carotenoid genes in canola leading to altered carotenoid production.,['carotenoid']
14655026,Non-conventional yeasts as producers of polyhydroxyalkanoates--genetic engineering of Arxula adeninivorans.,['PHB/PHA']
14660354,Controlled modulation of folate polyglutamyl tail length by metabolic engineering of Lactococcus lactis.,['dairystarterfolate']
14677712,"Application of solvent engineering to optimize lipase-catalyzed 1,3-diglyacylcerols by mixture response surface methodology.",['dag']
14685317,Heterologous expression in Saccharopolyspora erythraea of a pentaketide synthase derived from the spinosyn polyketide synthase.,['spinosyn']
14690432,Engineering sialic acid synthetic ability into insect cells: identifying metabolic bottlenecks and devising strategies to overcome them.,['acetylneuraminate']
14700629,Biosynthesis of deoxyamphotericins and deoxyamphoteronolides by engineered strains of Streptomyces nodosus.,['deoxyamphotericinsdeoxyamphoteronolide']
14711497,"Expression, purification and characterization of recombinant sucrose synthase 1 from Solanum tuberosum L. for carbohydrate engineering.",['cleavage']
14711638,"Directed evolution of pyruvate decarboxylase-negative Saccharomyces cerevisiae, yielding a C2-independent, glucose-tolerant, and pyruvate-hyperproducing yeast.",['pyruvate']
14711695,A complete library of amino acid alterations at N304 in Streptomyces clavuligerus deacetoxycephalosporin C synthase elucidates the basis for enhanced penicillin analogue conversion.,['penicillinanalogue']
14730970,Engineering p-hydroxyphenylpyruvate dioxygenase to a p-hydroxymandelate synthase and evidence for the proposed benzene oxide intermediate in homogentisate formation.,['hydroxyphenylglycine']
14734030,"The yeast Zygosaccharomyces bailii: a new host for heterologous protein production, secretion and for metabolic engineering applications.",['protein']
14740190,Increased antifungal and chitinase specific activities of Trichoderma harzianum CECT 2413 by addition of a cellulose binding domain.,['antifungalagent']
14748089,Expression of recombinant vitellogenin in the yeast Pichia pastoris.,['vtgrvtg']
14763833,Precursor-directed biosynthesis of novel triketide lactones.,['triketidelactone']
14766582,Coexpression of genetically engineered 3-ketoacyl-ACP synthase III (fabH) and polyhydroxyalkanoate synthase (phaC) genes leads to short-chain-length-medium-chain-length polyhydroxyalkanoate copolymer production from glucose in Escherichia coli JM109.,['copolymermacromolecule']
14766607,"Synergistic saccharification, and direct fermentation to ethanol, of amorphous cellulose by use of an engineered yeast strain codisplaying three types of cellulolytic enzyme.",['ethanol']
14962137,Engineering of quorum-sensing systems for improved production of alkaline protease by Bacillus subtilis.,['enzyme']
14973014,Evolution of a pathway to novel long-chain carotenoids.,['backbone']
14982993,Engineering Escherichia coli for efficient conversion of glucose to pyruvate.,['pyruvate']
14987060,Biochemical characterization of the SgcA1 alpha-D-glucopyranosyl-1-phosphate thymidylyltransferase from the enediyne antitumor antibiotic C-1027 biosynthetic pathway and overexpression of sgcA1 in Streptomyces globisporus to improve C-1027 production.,
15003267,Efficient production of recombinant human transcription factor IIE.,['e']
15003417,Cosuppression of limonene-3-hydroxylase in peppermint promotes accumulation of limonene in the essential oil.,['limonene']
15006767,Engineering Lactococcus lactis for production of mannitol: high yields from food-grade strains deficient in lactate dehydrogenase and the mannitol transport system.,['mannitol']
15007569,Cloning of L-lactate dehydrogenase and elimination of lactic acid production via gene knockout in Thermoanaerobacterium saccharolyticum JW/SL-YS485.,['lactate']
15007837,Mimicking the Escherichia coli cytoplasmic environment activates long-lived and efficient cell-free protein synthesis.,['protein']
15014998,Increased fatty acid production in potato by engineering of acetyl-CoA carboxylase.,['fatty acid']
15033515,Tools for metabolic engineering in Escherichia coli: inactivation of panD by a point mutation.,['amino acid']
15040955,Minimal metabolic engineering of Saccharomyces cerevisiae for efficient anaerobic xylose fermentation: a proof of principle.,['ethanol']
15042094,Enzymic activation and transfer of fatty acids as acyl-adenylates in mycobacteria.,['uniquelipid']
15044686,Enhancement of folates in plants through metabolic engineering.,['folate']
15049922,"Metabolic pathway engineering to enhance aerobic degradation of chlorinated ethenes and to reduce their toxicity by cloning a novel glutathione S-transferase, an evolved toluene o-monooxygenase, and gamma-glutamylcysteine synthetase.",['microorganism']
